article_id,slug,title,status,live_url,old_wp_category,primary_topic,secondary_topics,locations,confidence,reason,decision,notes
796,45700-holiday-plumbing-crisis-averted-a-case-study-in-professional-drain-cleaning,Holiday Plumbing Crisis Averted: A Case Study in Professional Drain Cleaning,published,https://jblantonplumbing.com/knowledge-hub/45700-holiday-plumbing-crisis-averted-a-case-study-in-professional-drain-cleaning,Uncategorized,Drains,,,Low,"Title/slug mentions 'drain' ×2. Locations: Arlington Heights (body only, Low); Chicagoland (body only, Low)",approve,Removed weak location(s): Arlington Heights; Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
795,45700-breaking-down-gas-line-installation-expenses-what-you-need-to-know,Gas Line Installation Costs: A Clear Guide for Homeowners,published,https://jblantonplumbing.com/knowledge-hub/45700-breaking-down-gas-line-installation-expenses-what-you-need-to-know,gas line installation,Gas Lines,,,High,Old WP category 'gas line installation',approve,
794,45700-dont-let-winter-plumbing-issues-spiral-when-to-call-a-plumber-immediately,Don’t Let Winter Plumbing Issues Spiral: When to Call a Plumber Immediately,published,https://jblantonplumbing.com/knowledge-hub/45700-dont-let-winter-plumbing-issues-spiral-when-to-call-a-plumber-immediately,Uncategorized,Plumbing Tips,,,Low,"Body mentions 'pipes' ×5 (first 500 words; 12 topic words in all). Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
793,45699-7-essential-plumbing-maintenance-tips-to-winter-proof-your-home,7 Essential Plumbing Maintenance Tips to Winter-Proof Your Home,published,https://jblantonplumbing.com/knowledge-hub/45699-7-essential-plumbing-maintenance-tips-to-winter-proof-your-home,Uncategorized,Plumbing Tips,,,Low,"Title/slug mentions 'maintenance' ×2. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
792,45699-5-reasons-why-professional-bathroom-plumbing-inspections-are-a-must-for-your-home,5 Reasons Why Professional Bathroom Plumbing Inspections Are a Must for Your Home,published,https://jblantonplumbing.com/knowledge-hub/45699-5-reasons-why-professional-bathroom-plumbing-inspections-are-a-must-for-your-home,bathroom plumbing,Plumbing Tips,,,Low,"Old WP category 'bathroom plumbing'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
791,45699-how-anode-rods-protect-your-water-heater-the-key-to-long-lasting-performance,How Anode Rods Protect Your Water Heater: The Key to Long-Lasting Performance,published,https://jblantonplumbing.com/knowledge-hub/45699-how-anode-rods-protect-your-water-heater-the-key-to-long-lasting-performance,water heater maintenance,Water Heaters,,,Low,"Old WP category 'water heater maintenance'. Locations: Evanston (body only, Low); Chicagoland (body only, Low)",approve,Removed weak location(s): Evanston; Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
790,45698-why-professional-gas-line-installation-matters-top-5-reasons-to-upgrade-today,Why Professional Gas Line Installation Matters: Top 5 Reasons to Upgrade Today,published,https://jblantonplumbing.com/knowledge-hub/45698-why-professional-gas-line-installation-matters-top-5-reasons-to-upgrade-today,gas line installation,Gas Lines,,,Low,"Old WP category 'gas line installation'. Locations: Hinsdale (body only, Low); Chicagoland (body only, Low)",approve,Removed weak location(s): Hinsdale; Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
789,45698-from-leaks-to-burst-pipes-how-a-24-hour-plumber-handles-urgent-repairs,From Leaks to Burst Pipes: How a 24 Hour Plumber Handles Urgent Repairs,published,https://jblantonplumbing.com/knowledge-hub/45698-from-leaks-to-burst-pipes-how-a-24-hour-plumber-handles-urgent-repairs,emergency plumbing,Emergency,,,Low,"Old WP category 'emergency plumbing'. Locations: Elgin (body only, Low); Chicagoland (body only, Low)",approve,Removed weak location(s): Elgin; Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
788,45698-preventing-gas-line-issues-in-winter-why-proper-installation-matters,Preventing Gas Line Issues in Winter: Why Proper Installation Matters,published,https://jblantonplumbing.com/knowledge-hub/45698-preventing-gas-line-issues-in-winter-why-proper-installation-matters,gas line installation,Gas Lines,,,Low,"Old WP category 'gas line installation'. Locations: Algonquin (body only, Low); Chicagoland (body only, Low)",approve,Removed weak location(s): Algonquin; Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
787,45695-how-to-spot-overhead-sewer-system-issues-before-they-cause-major-damage,How to Spot Overhead Sewer System Issues Before They Cause Major Damage,published,https://jblantonplumbing.com/knowledge-hub/45695-how-to-spot-overhead-sewer-system-issues-before-they-cause-major-damage,overhead sewer systems,Sewers,,,Low,"Old WP category 'overhead sewer systems'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
786,45695-hot-water-without-limits-a-households-success-story-with-a-tankless-water-heate,Hot Water Without Limits: A Household’s Success Story with a Tankless Water Heate,published,https://jblantonplumbing.com/knowledge-hub/45695-hot-water-without-limits-a-households-success-story-with-a-tankless-water-heate,tankless water heater,Water Heaters,,,Low,"Old WP category 'tankless water heater'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
785,45695-frozen-pipes-clogs-and-more-when-to-call-a-plumber-this-winter,"Frozen Pipes, Clogs and More: When to Call a Plumber This Winter",published,https://jblantonplumbing.com/knowledge-hub/45695-frozen-pipes-clogs-and-more-when-to-call-a-plumber-this-winter,Uncategorized,Drains,Emergency; Plumbing Tips,,Low,"Title/slug mentions 'clogs' ×2. Locations: Naperville (body only, Low); Chicagoland (body only, Low)",approve,Removed weak location(s): Naperville; Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
784,45694-winter-weather-and-your-drain-basin-why-maintenance-is-critical,Winter Weather and Your Drain Basin: Why Maintenance is Critical,published,https://jblantonplumbing.com/knowledge-hub/45694-winter-weather-and-your-drain-basin-why-maintenance-is-critical,Uncategorized,Drains,Plumbing Tips,,Low,"Title/slug mentions 'drain' ×2. Locations: McHenry (body only, Low); Chicagoland (body only, Low)",approve,Removed weak location(s): McHenry; Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
783,45694-say-goodbye-to-cold-showers-5-reasons-to-switch-to-an-on-demand-water-heater,Say Goodbye to Cold Showers: 5 Reasons to Switch to an On Demand Water Heater,published,https://jblantonplumbing.com/knowledge-hub/45694-say-goodbye-to-cold-showers-5-reasons-to-switch-to-an-on-demand-water-heater,residential water heater,Water Heaters,,,Low,"Old WP category 'residential water heater'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
782,45694-maximizing-your-water-heaters-lifespan-the-importance-of-timely-hot-water-repair,Maximizing Your Water Heater’s Lifespan: The Importance of Timely Hot Water Repair,published,https://jblantonplumbing.com/knowledge-hub/45694-maximizing-your-water-heaters-lifespan-the-importance-of-timely-hot-water-repair,water heater repair,Water Heaters,,,Low,"Old WP category 'water heater repair'. Locations: Evanston (body only, Low); Chicagoland (body only, Low)",approve,Removed weak location(s): Evanston; Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
781,45693-small-leaks-big-costs-why-homeowners-should-never-ignore-plumbing-repairs,"Small Leaks, Big Costs: Why Homeowners Should Never Ignore Plumbing Repairs",published,https://jblantonplumbing.com/knowledge-hub/45693-small-leaks-big-costs-why-homeowners-should-never-ignore-plumbing-repairs,Uncategorized,Plumbing Tips,,,Low,"Title/slug mentions 'leaks' ×2. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
780,45693-the-connection-between-hot-water-and-happy-customers-commercial-water-heater-insights-for-local-businesses,The Connection Between Hot Water and Happy Customers: Commercial Water Heater Insights for Local Businesses,published,https://jblantonplumbing.com/knowledge-hub/45693-the-connection-between-hot-water-and-happy-customers-commercial-water-heater-insights-for-local-businesses,commercial water heater,Commercial,Water Heaters,,Low,"Old WP category 'commercial water heater'. Locations: Elgin (body only, Low); Chicagoland (body only, Low)",approve,Removed weak location(s): Elgin; Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
779,45693-case-study-how-a-timely-shower-repair-saved-a-bathroom-remodel-from-costly-water-damage,Case Study: How a Timely Shower Repair Saved a Bathroom Remodel from Costly Water Damage,published,https://jblantonplumbing.com/knowledge-hub/45693-case-study-how-a-timely-shower-repair-saved-a-bathroom-remodel-from-costly-water-damage,shower repair,Plumbing Tips,,,Low,"Old WP category 'shower repair'. Locations: Algonquin (body only, Low); Chicagoland (body only, Low)",approve,Removed weak location(s): Algonquin; Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
778,45692-avoid-frozen-pipe-disasters-the-importance-of-insulation-for-your-plumbing,Avoid Frozen Pipe Disasters: The Importance of Insulation for Your Plumbing,published,https://jblantonplumbing.com/knowledge-hub/45692-avoid-frozen-pipe-disasters-the-importance-of-insulation-for-your-plumbing,burst pipe repair,Emergency,,,High,Old WP category 'burst pipe repair',approve,
777,45692-emergency-plumbing-services-how-one-homeowner-avoided-a-winter-disaster,Emergency Plumbing Services: How One Homeowner Avoided a Winter Disaster,published,https://jblantonplumbing.com/knowledge-hub/45692-emergency-plumbing-services-how-one-homeowner-avoided-a-winter-disaster,Uncategorized,Emergency,,,Low,"Title/slug mentions 'emergency' ×2. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
776,45692-how-freezing-temps-can-lead-to-basement-flooding-and-how-to-stop-it,How Freezing Temps Can Lead to Basement Flooding—and How to Stop It,published,https://jblantonplumbing.com/knowledge-hub/45692-how-freezing-temps-can-lead-to-basement-flooding-and-how-to-stop-it,basement flooding,Drains,,,Low,"Old WP category 'basement flooding'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
775,45691-protecting-your-instant-heater-water-system-the-role-of-water-quality-in-your-homes,Protecting Your Instant Heater Water System: The Role of Water Quality in Your Homes,published,https://jblantonplumbing.com/knowledge-hub/45691-protecting-your-instant-heater-water-system-the-role-of-water-quality-in-your-homes,residential water heater,Water Heaters,,,Low,"Old WP category 'residential water heater'. Locations: McHenry (body only, Low); Chicagoland (body only, Low)",approve,Removed weak location(s): McHenry; Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
774,45691-cold-weather-protection-step-by-step-residential-water-heater-winterization,Cold Weather Protection: Step-by-Step Residential Water Heater Winterization,published,https://jblantonplumbing.com/knowledge-hub/45691-cold-weather-protection-step-by-step-residential-water-heater-winterization,residential water heater,Water Heaters,,,Low,"Old WP category 'residential water heater'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
773,45691-upgrading-your-business-a-step-by-step-guide-to-installing-a-commercial-water-heater,Upgrading Your Business: A Step-by-Step Guide to Installing a Commercial Water Heater,published,https://jblantonplumbing.com/knowledge-hub/45691-upgrading-your-business-a-step-by-step-guide-to-installing-a-commercial-water-heater,commercial water heater,Commercial,Water Heaters,,Low,"Old WP category 'commercial water heater'. Locations: Evanston (body only, Low); Chicagoland (body only, Low)",approve,Removed weak location(s): Evanston; Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
772,45688-warning-signs-your-water-heater-needs-a-fix-and-what-to-do-about-it,Warning Signs Your Water Heater Needs a Fix—And What to Do About It,published,https://jblantonplumbing.com/knowledge-hub/45688-warning-signs-your-water-heater-needs-a-fix-and-what-to-do-about-it,water heater repair,Water Heaters,,,Low,"Old WP category 'water heater repair'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
771,45688-water-heater-replacement-faqs-what-every-homeowner-should-know,Water Heater Replacement FAQs: What Every Homeowner Should Know,published,https://jblantonplumbing.com/knowledge-hub/45688-water-heater-replacement-faqs-what-every-homeowner-should-know,water heater installation,Water Heaters,,,Low,"Old WP category 'water heater installation'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
770,45688-avoid-costly-repairs-expert-tips-to-maintain-your-bathroom-plumbing,Avoid Costly Repairs - Expert Tips to Maintain Your Bathroom Plumbing,published,https://jblantonplumbing.com/knowledge-hub/45688-avoid-costly-repairs-expert-tips-to-maintain-your-bathroom-plumbing,bathroom plumbing,Plumbing Tips,,,Low,"Old WP category 'bathroom plumbing'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
769,45687-cold-weather-your-sewer-system-how-to-prevent-costly-issues-with-sewer-maintenance,Cold Weather & Your Sewer System: How to Prevent Costly Issues with Sewer Maintenance,published,https://jblantonplumbing.com/knowledge-hub/45687-cold-weather-your-sewer-system-how-to-prevent-costly-issues-with-sewer-maintenance,sewer maintenance,Sewers,,,Low,"Old WP category 'sewer maintenance'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
768,45687-smart-flood-control-solutions-how-technology-is-revolutionizing-home-protection,Smart Flood Control Solutions: How Technology is Revolutionizing Home Protection,published,https://jblantonplumbing.com/knowledge-hub/45687-smart-flood-control-solutions-how-technology-is-revolutionizing-home-protection,Uncategorized,Drains,,,Low,"Body mentions 'sump pumps' ×6 (first 500 words; 14 topic words in all). Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
767,45687-from-freezing-winters-to-humid-summers-how-weather-impacts-your-kitchen-sink-drain,From Freezing Winters to Humid Summers: How Weather Impacts Your Kitchen Sink Drain,published,https://jblantonplumbing.com/knowledge-hub/45687-from-freezing-winters-to-humid-summers-how-weather-impacts-your-kitchen-sink-drain,kitchen sink drain,Drains,,,Low,"Old WP category 'kitchen sink drain'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
766,45686-seamless-comfort-what-to-expect-during-continuous-water-heater-installation,Seamless Comfort: What to Expect During Continuous Water Heater Installation,published,https://jblantonplumbing.com/knowledge-hub/45686-seamless-comfort-what-to-expect-during-continuous-water-heater-installation,residential water heater,Water Heaters,,,Low,"Old WP category 'residential water heater'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
765,45686-prevent-plumbing-backups-before-they-start-the-importance-of-a-clean-kitchen-sink-drain,Prevent Plumbing Backups Before They Start: The Importance of a Clean Kitchen Sink Drain,published,https://jblantonplumbing.com/knowledge-hub/45686-prevent-plumbing-backups-before-they-start-the-importance-of-a-clean-kitchen-sink-drain,kitchen sink drain,Drains,,,Low,"Old WP category 'kitchen sink drain'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
764,45686-gas-line-safety-101-step-by-step-guide-to-shutting-off-gas-in-an-emergency,Gas Line Safety 101: A Step-by-Step Guide to Emergency Gas Shut Off,published,https://jblantonplumbing.com/knowledge-hub/45686-gas-line-safety-101-step-by-step-guide-to-shutting-off-gas-in-an-emergency,gas lines,Gas Lines,,,High,Old WP category 'gas lines',approve,
763,45685-avoid-these-5-common-mistakes-with-your-on-demand-water-heater,Avoid These 5 Common Mistakes with Your On Demand Water Heater,published,https://jblantonplumbing.com/knowledge-hub/45685-avoid-these-5-common-mistakes-with-your-on-demand-water-heater,residential water heater,Water Heaters,,,Low,"Old WP category 'residential water heater'. Location: Chicagoland (body only, Low)",approve,Removed weak location(s): Chicagoland (body-only or ambiguous) — Marketing decision 2026-09-24
762,45685-elgin-winters-and-plumbing-woes-5-common-leak-problems-to-address-asap,Elgin Winters and Plumbing Woes: 5 Common Leak Problems to Address ASAP,published,https://jblantonplumbing.com/knowledge-hub/45685-elgin-winters-and-plumbing-woes-5-common-leak-problems-to-address-asap,Uncategorized,Plumbing Tips,,Elgin,Medium,"Title/slug mentions 'leak' ×2. Location: Elgin (title, High)",approve,
761,45685-case-study-how-an-on-demand-water-heater-transformed-winter-living-in-algonquin,Case Study: How an On Demand Water Heater Transformed Winter Living in Algonquin,published,https://jblantonplumbing.com/knowledge-hub/45685-case-study-how-an-on-demand-water-heater-transformed-winter-living-in-algonquin,residential water heater,Water Heaters,,Algonquin,High,"Old WP category 'residential water heater'. Location: Algonquin (title, High)",approve,
760,45684-5-signs-arlington-heights-homeowners-should-call-a-pro-to-unclog-a-drain,5 Signs Arlington Heights Homeowners Should Call a Pro to Unclog a Drain,published,https://jblantonplumbing.com/knowledge-hub/45684-5-signs-arlington-heights-homeowners-should-call-a-pro-to-unclog-a-drain,Uncategorized,Drains,,Arlington Heights,Medium,"Title/slug mentions 'drain' ×2. Location: Arlington Heights (title, High)",approve,
759,45684-top-5-emergency-winter-plumbing-services-every-northbrook-homeowner-should-know,Top 5 Emergency Winter Plumbing Services Every Northbrook Homeowner Should Know,published,https://jblantonplumbing.com/knowledge-hub/45684-top-5-emergency-winter-plumbing-services-every-northbrook-homeowner-should-know,emergency plumbing,Emergency,,Northbrook,High,"Old WP category 'emergency plumbing'. Location: Northbrook (title, High)",approve,
758,45684-from-blockages-to-breakdowns-clogged-drains-and-plumbing-in-naperville-homes,From Blockages to Breakdowns: Clogged Drains and Plumbing in Naperville Homes,published,https://jblantonplumbing.com/knowledge-hub/45684-from-blockages-to-breakdowns-clogged-drains-and-plumbing-in-naperville-homes,Uncategorized,Drains,,Naperville,Medium,"Title/slug mentions 'drains' ×2. Location: Naperville (title, High)",approve,
757,45681-case-study-how-a-mchenry-home-boosted-efficiency-with-expert-gas-piping-installation,Case Study: How a McHenry Home Boosted Efficiency with Expert Gas Piping Installation,published,https://jblantonplumbing.com/knowledge-hub/45681-case-study-how-a-mchenry-home-boosted-efficiency-with-expert-gas-piping-installation,gas line installation,Gas Lines,,McHenry,High,"Old WP category 'gas line installation'. Location: McHenry (title, High)",approve,
756,45681-pipe-inspections-101-minimizing-repairs-and-burst-risks-in-chicagos-north-and-northwest-side,Pipe Inspections 101: Minimizing Repairs and Burst Risks in Chicago’s North and Northwest Side,published,https://jblantonplumbing.com/knowledge-hub/45681-pipe-inspections-101-minimizing-repairs-and-burst-risks-in-chicagos-north-and-northwest-side,burst pipe repair,Emergency,,Chicagoland,High,"Old WP category 'burst pipe repair'. Location: Chicagoland (title ('Chicago' → region), High)",approve,
755,45681-the-science-behind-hydro-jetting-protecting-evanston-homes-from-sewer-backups,The Science Behind Hydro Jetting: Protecting Evanston Homes from Sewer Backups,published,https://jblantonplumbing.com/knowledge-hub/45681-the-science-behind-hydro-jetting-protecting-evanston-homes-from-sewer-backups,hydro jetting,Drains,Sewers,Evanston,High,"Old WP category 'hydro jetting'. Location: Evanston (title, High)",approve,
754,45680-top-benefits-of-expert-hot-water-heater-installation-for-hinsdale-homes,Top Benefits of Expert Hot Water Heater Installation for Hinsdale Homes,published,https://jblantonplumbing.com/knowledge-hub/45680-top-benefits-of-expert-hot-water-heater-installation-for-hinsdale-homes,water heater installation,Water Heaters,,Hinsdale,High,"Old WP category 'water heater installation'. Location: Hinsdale (title, High)",approve,
753,45680-elgins-key-to-long-lasting-water-heaters-the-importance-of-anode-rod-maintenance,Elgin’s Key to Long-Lasting Water Heaters: The Importance of Anode Rod Maintenance,published,https://jblantonplumbing.com/knowledge-hub/45680-elgins-key-to-long-lasting-water-heaters-the-importance-of-anode-rod-maintenance,water heater repair,Water Heaters,,Elgin,High,"Old WP category 'water heater repair'. Location: Elgin (title, High)",approve,
752,45680-winterizing-your-algonquin-home-how-to-prevent-frozen-pipes-and-when-to-call-for-repairs,Winterizing Your Algonquin Home: How to Prevent Frozen Pipes and When to Call for Repairs,published,https://jblantonplumbing.com/knowledge-hub/45680-winterizing-your-algonquin-home-how-to-prevent-frozen-pipes-and-when-to-call-for-repairs,burst pipe repair,Emergency,,Algonquin,High,"Old WP category 'burst pipe repair'. Location: Algonquin (title, High)",approve,
